Time,Wavelength,LogTOTAL,LogSTELLA,LogNEBUL
.60122E+07,10725.00,37.13817,37.13817,-14.96339
.60122E+07,10775.00,37.13270,37.13270,-14.96356
.60122E+07,10825.00,37.12560,37.12560,-14.96372
.60122E+07,10875.00,37.12234,37.12234,-14.96388
.60122E+07,10925.00,37.11063,37.11063,-14.96404
.60122E+07,10975.00,37.11254,37.11254,-14.96421
.60122E+07,11025.00,37.11454,37.11454,-14.96437
.60122E+07,11075.00,37.11078,37.11078,-14.96453
.60122E+07,11125.00,37.10484,37.10484,-14.96469
.60122E+07,11175.00,37.09911,37.09911,-14.96486
.60122E+07,11225.00,37.09730,37.09730,-14.96502
.60122E+07,11275.00,37.08665,37.08665,-14.96518
.60122E+07,11325.00,37.08270,37.08270,-14.96534
.60122E+07,11375.00,37.08050,37.08050,-14.96550
.60122E+07,11425.00,37.07252,37.07252,-14.96567
.60122E+07,11475.00,37.07648,37.07648,-14.96583
.60122E+07,11525.00,37.07182,37.07182,-14.96599
.60122E+07,11575.00,37.06453,37.06453,-14.96616
.60122E+07,11625.00,37.05550,37.05550,-14.96632
.60122E+07,11675.00,37.05206,37.05206,-14.96649
.60122E+07,11725.00,37.05537,37.05537,-14.96665
.60122E+07,11775.00,37.04396,37.04396,-14.96681
.60122E+07,11825.00,37.04142,37.04142,-14.96697
.60122E+07,11875.00,37.03225,37.03225,-14.96714
.60122E+07,11925.00,37.03895,37.03895,-14.96730
.60122E+07,11975.00,37.02440,37.02440,-14.96746
.60122E+07,12025.00,37.02765,37.02765,-14.96763
.60122E+07,12075.00,37.02112,37.02112,-14.96779
.60122E+07,12125.00,37.01836,37.01836,-14.96796
.60122E+07,12175.00,37.01756,37.01756,-14.96812
.60122E+07,12225.00,37.01236,37.01236,-14.96828
.60122E+07,12275.00,37.00762,37.00762,-14.96845
.60122E+07,12325.00,37.00322,37.00322,-14.96861
.60122E+07,12375.00,36.99953,36.99953,-14.96877
.60122E+07,12425.00,36.99529,36.99529,-14.96894
.60122E+07,12475.00,36.99205,36.99205,-14.96910
.60122E+07,12525.00,36.98496,36.98496,-14.96926
.60122E+07,12575.00,36.98044,36.98044,-14.96943
.60122E+07,12625.00,36.97758,36.97758,-14.96960
.60122E+07,12675.00,36.97216,36.97216,-14.96976
.60122E+07,12725.00,36.97076,36.97076,-14.96992
.60122E+07,12775.00,36.96787,36.96787,-14.97009
.60122E+07,12825.00,36.94372,36.94372,-14.97025
.60122E+07,12875.00,36.95617,36.95617,-14.97042
.60122E+07,12925.00,36.95071,36.95071,-14.97058
.60122E+07,12975.00,36.95065,36.95065,-14.97075
.60122E+07,13025.00,36.94381,36.94381,-14.97091
.60122E+07,13075.00,36.94263,36.94263,-14.97108
.60122E+07,13125.00,36.93574,36.93574,-14.97124
.60122E+07,13175.00,36.93110,36.93110,-14.97141
.60122E+07,13225.00,36.92956,36.92956,-14.97157
.60122E+07,13275.00,36.92140,36.92140,-14.97174
.60122E+07,13325.00,36.92113,36.92113,-14.97190
.60122E+07,13375.00,36.91591,36.91591,-14.97207
.60122E+07,13425.00,36.91492,36.91492,-14.97223
.60122E+07,13475.00,36.91036,36.91036,-14.97240
.60122E+07,13525.00,36.90643,36.90643,-14.97256
.60122E+07,13575.00,36.89748,36.89748,-14.97273
.60122E+07,13625.00,36.89524,36.89524,-14.97289
.60122E+07,13675.00,36.89187,36.89187,-14.97306
.60122E+07,13725.00,36.88725,36.88725,-14.97322
.60122E+07,13775.00,36.88499,36.88499,-14.97339
.60122E+07,13825.00,36.88235,36.88235,-14.97356
.60122E+07,13875.00,36.87831,36.87831,-14.97372
.60122E+07,13925.00,36.87525,36.87525,-14.97389
.60122E+07,13975.00,36.87255,36.87255,-14.97406
.60122E+07,14025.00,36.86473,36.86473,-14.97422
.60122E+07,14075.00,36.86477,36.86477,-14.97439
.60122E+07,14125.00,36.85738,36.85738,-14.97455
.60122E+07,14175.00,36.85748,36.85748,-14.97472
.60122E+07,14225.00,36.84870,36.84870,-14.97488
.60122E+07,14275.00,36.84269,36.84269,-14.97505
.60122E+07,14325.00,36.84447,36.84447,-14.97522
.60122E+07,14375.00,36.84346,36.84346,-14.97538
.60122E+07,14425.00,36.82588,36.82588,-14.97555
.60122E+07,14475.00,36.83402,36.83402,-14.97572
.60122E+07,14525.00,36.82344,36.82344,-14.97589
.60122E+07,14570.00,36.82568,36.82568,-14.97603
.60122E+07,14620.00,36.82124,36.82124,-14.98380
.60122E+07,14675.00,36.81939,36.81939,-14.98385
.60122E+07,14725.00,36.80952,36.80952,-14.98390
.60122E+07,14775.00,36.80603,36.80603,-14.98394
.60122E+07,14825.00,36.80263,36.80263,-14.98399
.60122E+07,14875.00,36.79599,36.79599,-14.98403
.60122E+07,14925.00,36.79922,36.79922,-14.98408
.60122E+07,14975.00,36.79322,36.79322,-14.98412
.60122E+07,15025.00,36.78572,36.78572,-14.98416
.60122E+07,15075.00,36.78099,36.78099,-14.98421
.60122E+07,15125.00,36.78362,36.78362,-14.98425
.60122E+07,15175.00,36.78270,36.78270,-14.98429
.60122E+07,15225.00,36.78236,36.78236,-14.98434
.60122E+07,15275.00,36.77510,36.77510,-14.98438
.60122E+07,15325.00,36.77134,36.77134,-14.98443
.60122E+07,15375.00,36.77598,36.77598,-14.98447
.60122E+07,15425.00,36.76383,36.76383,-14.98452
.60122E+07,15475.00,36.76822,36.76822,-14.98456
.60122E+07,15525.00,36.76249,36.76249,-14.98460
.60122E+07,15575.00,36.74420,36.74420,-14.98465
.60122E+07,15625.00,36.75951,36.75951,-14.98469
.60122E+07,15675.00,36.74702,36.74702,-14.98474
.60122E+07,15725.00,36.74235,36.74235,-14.98478
.60122E+07,15775.00,36.73320,36.73320,-14.98483
.60122E+07,15825.00,36.73679,36.73679,-14.98487
.60122E+07,15875.00,36.71300,36.71300,-14.98491
.60122E+07,15925.00,36.72941,36.72941,-14.98496
.60122E+07,15975.00,36.72679,36.72679,-14.98500
.60122E+07,16050.00,36.72698,36.72698,-14.98507
.60122E+07,16150.00,36.71451,36.71451,-14.98516
.60122E+07,16250.00,36.71504,36.71504,-14.98525
.60122E+07,16350.00,36.70598,36.70598,-14.98533
.60122E+07,16450.00,36.68998,36.68998,-14.98542
.60122E+07,16550.00,36.69034,36.69034,-14.98551
.60122E+07,16650.00,36.68325,36.68325,-14.98560
.60122E+07,16750.00,36.67254,36.67254,-14.98569
.60122E+07,16850.00,36.65578,36.65578,-14.98578
.60122E+07,16950.00,36.65979,36.65979,-14.98587
.60122E+07,17050.00,36.64445,36.64445,-14.98595
.60122E+07,17150.00,36.64109,36.64109,-14.98604
.60122E+07,17250.00,36.62665,36.62665,-14.98613
.60122E+07,17350.00,36.61050,36.61050,-14.98622
.60122E+07,17450.00,36.60970,36.60970,-14.98631
.60122E+07,17550.00,36.60277,36.60277,-14.98640
.60122E+07,17650.00,36.59455,36.59455,-14.98648
.60122E+07,17750.00,36.58588,36.58588,-14.98657
.60122E+07,17850.00,36.57926,36.57926,-14.98666
.60122E+07,17950.00,36.57180,36.57180,-14.98675
.60122E+07,18050.00,36.56126,36.56126,-14.98684
.60122E+07,18150.00,36.54813,36.54813,-14.98693
.60122E+07,18250.00,36.54411,36.54411,-14.98702
.60122E+07,18350.00,36.53792,36.53792,-14.98711
.60122E+07,18450.00,36.52697,36.52697,-14.98719
.60122E+07,18550.00,36.52098,36.52098,-14.98728
.60122E+07,18650.00,36.50978,36.50978,-14.98737
.60122E+07,18750.00,36.49303,36.49303,-14.98746
.60122E+07,18850.00,36.49636,36.49636,-14.98755
.60122E+07,18950.00,36.47914,36.47914,-14.98764
.60122E+07,19050.00,36.48351,36.48351,-14.98773
.60122E+07,19150.00,36.47424,36.47424,-14.98782
.60122E+07,19250.00,36.46725,36.46725,-14.98791
.60122E+07,19350.00,36.45569,36.45569,-14.98800
.60122E+07,19450.00,36.44067,36.44067,-14.98808
.60122E+07,19550.00,36.44361,36.44361,-14.98817
.60122E+07,19650.00,36.43515,36.43515,-14.98826
.60122E+07,19750.00,36.42680,36.42680,-14.98835
.60122E+07,19850.00,36.42086,36.42086,-14.98844
.60122E+07,19950.00,36.41341,36.41341,-14.98853
.60122E+07,20050.00,36.40858,36.40858,-14.98862
.60122E+07,20150.00,36.40297,36.40297,-14.98871
.60122E+07,20250.00,36.39101,36.39101,-14.98880
.60122E+07,20350.00,36.38195,36.38195,-14.98889
.60122E+07,20450.00,36.38097,36.38097,-14.98898
.60122E+07,20550.00,36.37242,36.37242,-14.98907
.60122E+07,20650.00,36.36356,36.36356,-14.98916
.60122E+07,20750.00,36.35704,36.35704,-14.98924
.60122E+07,20850.00,36.34988,36.34988,-14.98933
.60122E+07,20950.00,36.34097,36.34097,-14.98942
.60122E+07,21050.00,36.33727,36.33727,-14.98951
.60122E+07,21150.00,36.32846,36.32846,-14.98960
.60122E+07,21250.00,36.32148,36.32148,-14.98969
.60122E+07,21350.00,36.31647,36.31647,-14.98978
.60122E+07,21450.00,36.30990,36.30990,-14.98987
.60122E+07,21550.00,36.30307,36.30307,-14.98996
.60122E+07,21650.00,36.28712,36.28712,-14.99005
.60122E+07,21750.00,36.28636,36.28636,-14.99014
.60122E+07,21850.00,36.28054,36.28054,-14.99023
.60122E+07,21950.00,36.27529,36.27529,-14.99032
.60122E+07,22050.00,36.26525,36.26525,-14.99041
.60122E+07,22150.00,36.26103,36.26103,-14.99049
.60122E+07,22250.00,36.25310,36.25310,-14.99058
.60122E+07,22350.00,36.24666,36.24666,-14.99067
.60122E+07,22450.00,36.24062,36.24062,-14.99076
.60122E+07,22550.00,36.23221,36.23221,-14.99085
.60122E+07,22650.00,36.22570,36.22570,-14.99094
.60122E+07,22750.00,36.22139,36.22139,-14.99103
.60122E+07,22850.00,36.21322,36.21322,-14.99276
.60122E+07,22950.00,36.16454,36.16454,-14.99279
.60122E+07,23050.00,36.18314,36.18314,-14.99282
.60122E+07,23150.00,36.17676,36.17676,-14.99285
.60122E+07,23250.00,36.12822,36.12822,-14.99288
.60122E+07,23350.00,36.14902,36.14902,-14.99291
.60122E+07,23450.00,36.14663,36.14663,-14.99294
.60122E+07,23550.00,36.09755,36.09755,-14.99297
.60122E+07,23650.00,36.12214,36.12214,-14.99299
.60122E+07,23750.00,36.11919,36.11919,-14.99302
.60122E+07,23850.00,36.07544,36.07544,-14.99305
.60122E+07,23950.00,36.09624,36.09624,-14.99308
.60122E+07,24050.00,36.09674,36.09674,-14.99311
.60122E+07,24150.00,36.06000,36.06000,-14.99314
.60122E+07,24250.00,36.07684,36.07684,-14.99317
.60122E+07,24350.00,36.07523,36.07523,-14.99320
.60122E+07,24450.00,36.05057,36.05057,-14.99323
.60122E+07,24550.00,36.05075,36.05075,-14.99326
.60122E+07,24650.00,36.06026,36.06026,-14.99329
.60122E+07,24750.00,36.04519,36.04519,-14.99331
.60122E+07,24850.00,36.02782,36.02782,-14.99334
.60122E+07,24950.00,36.03327,36.03327,-14.99337
.60122E+07,25050.00,36.04531,36.04531,-14.99340
.60122E+07,25150.00,36.01108,36.01108,-14.99343
.60122E+07,25250.00,36.01999,36.01999,-14.99346
.60122E+07,25350.00,36.02325,36.02325,-14.99349
.60122E+07,25450.00,36.01104,36.01104,-14.99352
.60122E+07,25550.00,36.00372,36.00372,-14.99355
.60122E+07,25650.00,35.99986,35.99986,-14.99358
.60122E+07,25750.00,36.00389,36.00389,-14.99361
.60122E+07,25850.00,35.98133,35.98133,-14.99364
.60122E+07,25950.00,35.98642,35.98642,-14.99366
.60122E+07,26050.00,35.98639,35.98639,-14.99370
.60122E+07,26150.00,35.97218,35.97218,-14.99372
.60122E+07,26250.00,35.96472,35.96472,-14.99375
.60122E+07,26350.00,35.96989,35.96989,-14.99378
.60122E+07,26450.00,35.96627,35.96627,-14.99381
.60122E+07,26550.00,35.95647,35.95647,-14.99384
.60122E+07,26650.00,35.94785,35.94785,-14.99387
.60122E+07,26750.00,35.95049,35.95049,-14.99390
.60122E+07,26850.00,35.94825,35.94825,-14.99393
.60122E+07,26950.00,35.93696,35.93696,-14.99396
.60122E+07,27050.00,35.93684,35.93684,-14.99399
.60122E+07,27150.00,35.93246,35.93246,-14.99402
.60122E+07,27250.00,35.92944,35.92944,-14.99405
.60122E+07,27350.00,35.91845,35.91845,-14.99407
.60122E+07,27450.00,35.91824,35.91824,-14.99410
.60122E+07,27550.00,35.91117,35.91117,-14.99413
.60122E+07,27650.00,35.90729,35.90729,-14.99416
.60122E+07,27750.00,35.90022,35.90022,-14.99419
.60122E+07,27850.00,35.89801,35.89801,-14.99422
.60122E+07,27950.00,35.89595,35.89595,-14.99425
.60122E+07,28050.00,35.89033,35.89033,-14.99428
.60122E+07,28150.00,35.88310,35.88310,-14.99431
.60122E+07,28250.00,35.87897,35.87897,-14.99434
.60122E+07,28350.00,35.87596,35.87596,-14.99437
.60122E+07,28450.00,35.86969,35.86969,-14.99440
.60122E+07,28550.00,35.86457,35.86457,-14.99442
.60122E+07,28650.00,35.85913,35.85913,-14.99445
.60122E+07,28750.00,35.84991,35.84991,-14.99448
.60122E+07,28850.00,35.84944,35.84944,-14.99451
.60122E+07,28950.00,35.84444,35.84444,-14.99454
.60122E+07,29050.00,35.83935,35.83935,-14.99457
.60122E+07,29150.00,35.83441,35.83441,-14.99460
.60122E+07,29250.00,35.82762,35.82762,-14.99463
.60122E+07,29350.00,35.82537,35.82537,-14.99466
.60122E+07,29450.00,35.81793,35.81793,-14.99469
.60122E+07,29550.00,35.81351,35.81351,-14.99472
.60122E+07,29650.00,35.80964,35.80964,-14.99475
.60122E+07,29750.00,35.80422,35.80422,-14.99477
.60122E+07,29850.00,35.79879,35.79879,-14.99480
.60122E+07,29950.00,35.79318,35.79318,-14.99483
.60122E+07,30050.00,35.78791,35.78791,-14.99486
.60122E+07,30150.00,35.78359,35.78359,-14.99489
.60122E+07,30250.00,35.77801,35.77801,-14.99492
.60122E+07,30350.00,35.76763,35.76763,-14.99495
.60122E+07,30450.00,35.76691,35.76691,-14.99498
.60122E+07,30550.00,35.76178,35.76178,-14.99501
.60122E+07,30650.00,35.75660,35.75660,-14.99504
.60122E+07,30750.00,35.75261,35.75261,-14.99507
.60122E+07,30850.00,35.74549,35.74549,-14.99510
.60122E+07,30950.00,35.74087,35.74087,-14.99513
.60122E+07,31050.00,35.73705,35.73705,-14.99516
.60122E+07,31150.00,35.72894,35.72894,-14.99519
.60122E+07,31250.00,35.72596,35.72596,-14.99522
.60122E+07,31350.00,35.72120,35.72120,-14.99525
.60122E+07,31450.00,35.71615,35.71615,-14.99528
.60122E+07,31550.00,35.71034,35.71034,-14.99530
.60122E+07,31650.00,35.70558,35.70558,-14.99533
.60122E+07,31750.00,35.70086,35.70086,-14.99536
.60122E+07,31850.00,35.69592,35.69592,-14.99539
.60122E+07,31950.00,35.69146,35.69146,-14.99542
.60122E+07,32100.00,35.68314,35.68314,-14.99546
.60122E+07,32300.00,35.67346,35.67346,-14.99552
.60122E+07,32500.00,35.66298,35.66298,-14.99558
.60122E+07,32700.00,35.65266,35.65266,-14.99564
.60122E+07,32900.00,35.63971,35.63971,-14.99616
.60122E+07,33100.00,35.63272,35.63272,-14.99618
.60122E+07,33300.00,35.62242,35.62242,-14.99621
.60122E+07,33500.00,35.61327,35.61327,-14.99623
.60122E+07,33700.00,35.60244,35.60244,-14.99626
.60122E+07,33900.00,35.59203,35.59203,-14.99628
.60122E+07,34100.00,35.58180,35.58180,-14.99631
.60122E+07,34300.00,35.57384,35.57384,-14.99633
.60122E+07,34500.00,35.56501,35.56501,-14.99636
.60122E+07,34700.00,35.55509,35.55509,-14.99638
.60122E+07,34900.00,35.54571,35.54571,-14.99641
.60122E+07,35100.00,35.53689,35.53689,-14.99643
.60122E+07,35300.00,35.52647,35.52647,-14.99646
.60122E+07,35500.00,35.51779,35.51779,-14.99648
.60122E+07,35700.00,35.50763,35.50763,-14.99650
.60122E+07,35900.00,35.49964,35.49964,-14.99653
.60122E+07,36100.00,35.48989,35.48989,-14.99655
.60122E+07,36300.00,35.48267,35.48267,-14.99658
.60122E+07,36500.00,35.47023,35.47023,-14.99660
.60122E+07,36700.00,35.46292,35.46292,-14.99663
.60122E+07,36900.00,35.44941,35.44941,-14.99665
.60122E+07,37100.00,35.44196,35.44196,-14.99668
.60122E+07,37300.00,35.43363,35.43363,-14.99670
.60122E+07,37500.00,35.41950,35.41950,-14.99673
.60122E+07,37700.00,35.41728,35.41728,-14.99675
.60122E+07,37900.00,35.40813,35.40813,-14.99678
.60122E+07,38100.00,35.39906,35.39906,-14.99680
.60122E+07,38300.00,35.39229,35.39229,-14.99683
.60122E+07,38500.00,35.38470,35.38470,-14.99685
.60122E+07,38700.00,35.37480,35.37480,-14.99688
.60122E+07,38900.00,35.36611,35.36611,-14.99690
.60122E+07,39100.00,35.35653,35.35653,-14.99693
.60122E+07,39300.00,35.35035,35.35035,-14.99695
.60122E+07,39500.00,35.34024,35.34024,-14.99697
.60122E+07,39700.00,35.33271,35.33271,-14.99700
.60122E+07,39900.00,35.32126,35.32126,-14.99702
.60122E+07,40100.00,35.31416,35.31416,-14.99705
.60122E+07,40300.00,35.30666,35.30666,-14.99707
.60122E+07,40500.00,35.29622,35.29622,-14.99710
.60122E+07,40700.00,35.29106,35.29106,-14.99712
.60122E+07,40900.00,35.28301,35.28301,-14.99715
.60122E+07,41100.00,35.27611,35.27611,-14.99717
.60122E+07,41300.00,35.26834,35.26834,-14.99720
.60122E+07,41500.00,35.25924,35.25924,-14.99722
.60122E+07,41700.00,35.24911,35.24911,-14.99725
.60122E+07,41900.00,35.24331,35.24331,-14.99727
.60122E+07,42100.00,35.23403,35.23403,-14.99730
.60122E+07,42300.00,35.22895,35.22895,-14.99732
.60122E+07,42500.00,35.21916,35.21916,-14.99735
.60122E+07,42700.00,35.21255,35.21255,-14.99737
.60122E+07,42900.00,35.18521,35.18521,-14.99740
.60122E+07,43100.00,35.16430,35.16430,-14.99742
.60122E+07,43300.00,35.17110,35.17110,-14.99745
.60122E+07,43500.00,35.14309,35.14309,-14.99747
.60122E+07,43700.00,35.13319,35.13319,-14.99750
.60122E+07,43900.00,35.12783,35.12783,-14.99752
.60122E+07,44100.00,35.09385,35.09385,-14.99755
.60122E+07,44300.00,35.09829,35.09829,-14.99757
.60122E+07,44500.00,35.08488,35.08488,-14.99759
.60122E+07,44700.00,35.05788,35.05788,-14.99778
.60122E+07,44900.00,35.06960,35.06960,-14.99778
.60122E+07,45100.00,35.05556,35.05556,-14.99778
.60122E+07,45300.00,35.03210,35.03210,-14.99778
.60122E+07,45500.00,35.03787,35.03787,-14.99778
.60122E+07,45700.00,35.03042,35.03042,-14.99778
.60122E+07,45900.00,35.00382,35.00382,-14.99778
.60122E+07,46100.00,35.01519,35.01519,-14.99778
.60122E+07,46300.00,35.00141,35.00141,-14.99778
.60122E+07,46500.00,34.99409,34.99409,-14.99778
.60122E+07,46700.00,34.98877,34.98877,-14.99778
.60122E+07,46900.00,34.98362,34.98362,-14.99778
.60122E+07,47100.00,34.97167,34.97167,-14.99778
.60122E+07,47300.00,34.97588,34.97588,-14.99778
.60122E+07,47500.00,34.96619,34.96619,-14.99778
.60122E+07,47700.00,34.95996,34.95996,-14.99778
.60122E+07,47900.00,34.95055,34.95055,-14.99779
.60122E+07,48100.00,34.94181,34.94181,-14.99779
.60122E+07,48300.00,34.94723,34.94723,-14.99779
.60122E+07,48500.00,34.93607,34.93607,-14.99779
.60122E+07,48700.00,34.92717,34.92717,-14.99779
.60122E+07,48900.00,34.92604,34.92604,-14.99779
.60122E+07,49100.00,34.91376,34.91376,-14.99779
.60122E+07,49300.00,34.91043,34.91043,-14.99779
.60122E+07,49500.00,34.90438,34.90438,-14.99779
.60122E+07,49700.00,34.90168,34.90168,-14.99779
.60122E+07,49900.00,34.89058,34.89058,-14.99779
.60122E+07,50100.00,34.89144,34.89144,-14.99779
.60122E+07,50300.00,34.88474,34.88474,-14.99779
.60122E+07,50500.00,34.87310,34.87310,-14.99779
.60122E+07,50700.00,34.86841,34.86841,-14.99779
.60122E+07,50900.00,34.86407,34.86407,-14.99779
.60122E+07,51100.00,34.85579,34.85579,-14.99779
.60122E+07,51300.00,34.84828,34.84828,-14.99779
.60122E+07,51500.00,34.84466,34.84466,-14.99779
.60122E+07,51700.00,34.84558,34.84558,-14.99779
.60122E+07,51900.00,34.83562,34.83562,-14.99779
.60122E+07,52100.00,34.82661,34.82661,-14.99779
.60122E+07,52300.00,34.82244,34.82244,-14.99779
.60122E+07,52500.00,34.81990,34.81990,-14.99779
.60122E+07,52700.00,34.82080,34.82080,-14.99779
.60122E+07,52900.00,34.80533,34.80533,-14.99779
.60122E+07,53100.00,34.79854,34.79854,-14.99779
.60122E+07,53300.00,34.79658,34.79658,-14.99779
.60122E+07,53500.00,34.79091,34.79091,-14.99779
.60122E+07,53700.00,34.78545,34.78545,-14.99779
.60122E+07,53900.00,34.78130,34.78130,-14.99779
.60122E+07,54100.00,34.77589,34.77589,-14.99779
.60122E+07,54300.00,34.76733,34.76733,-14.99779
.60122E+07,54500.00,34.76625,34.76625,-14.99779
.60122E+07,54700.00,34.75765,34.75765,-14.99779
.60122E+07,54900.00,34.75452,34.75452,-14.99779
.60122E+07,55100.00,34.74621,34.74621,-14.99779
.60122E+07,55300.00,34.75042,34.75042,-14.99779
.60122E+07,55500.00,34.73606,34.73606,-14.99779
.60122E+07,55700.00,34.73742,34.73742,-14.99779
.60122E+07,55900.00,34.72795,34.72795,-14.99779
.60122E+07,56100.00,34.72668,34.72668,-14.99779
.60122E+07,56300.00,34.71655,34.71655,-14.99779
.60122E+07,56500.00,34.71601,34.71601,-14.99779
.60122E+07,56700.00,34.70956,34.70956,-14.99780
.60122E+07,56900.00,34.70005,34.70005,-14.99780
.60122E+07,57100.00,34.69999,34.69999,-14.99780
.60122E+07,57300.00,34.69512,34.69512,-14.99780
.60122E+07,57500.00,34.68958,34.68958,-14.99780
.60122E+07,57700.00,34.68310,34.68310,-14.99780
.60122E+07,57900.00,34.68102,34.68102,-14.99780
.60122E+07,58100.00,34.67404,34.67404,-14.99780
.60122E+07,58300.00,34.66938,34.66938,-14.99780
.60122E+07,58500.00,34.66464,34.66464,-14.99780
.60122E+07,58700.00,34.65680,34.65680,-14.99780
.60122E+07,58900.00,34.65287,34.65287,-14.99780
.60122E+07,59100.00,34.64687,34.64687,-14.99780
.60122E+07,59300.00,34.64433,34.64433,-14.99780
.60122E+07,59500.00,34.63701,34.63701,-14.99780
.60122E+07,59700.00,34.63464,34.63464,-14.99780
.60122E+07,59900.00,34.62947,34.62947,-14.99780
.60122E+07,60100.00,34.62476,34.62476,-14.99780
.60122E+07,60300.00,34.61953,34.61953,-14.99780
.60122E+07,60500.00,34.61232,34.61232,-14.99780
.60122E+07,60700.00,34.60790,34.60790,-14.99780
.60122E+07,60900.00,34.60232,34.60232,-14.99780
.60122E+07,61100.00,34.59643,34.59643,-14.99780
.60122E+07,61300.00,34.59294,34.59294,-14.99780
.60122E+07,61500.00,34.58849,34.58849,-14.99780
.60122E+07,61700.00,34.58548,34.58548,-14.99780
.60122E+07,61900.00,34.57981,34.57981,-14.99780
.60122E+07,62100.00,34.57602,34.57602,-14.99780
.60122E+07,62300.00,34.56910,34.56910,-14.99780
.60122E+07,62500.00,34.56282,34.56282,-14.99780
.60122E+07,62700.00,34.55844,34.55844,-14.99780
.60122E+07,62900.00,34.55351,34.55351,-14.99780
.60122E+07,63100.00,34.54814,34.54814,-14.99780
.60122E+07,63300.00,34.54550,34.54550,-14.99780
.60122E+07,63500.00,34.53944,34.53944,-14.99780
.60122E+07,63700.00,34.53679,34.53679,-14.99780
.60122E+07,63900.00,34.53004,34.53004,-14.99780
.60122E+07,64200.00,34.52305,34.52305,-14.99780
.60122E+07,64600.00,34.51250,34.51250,-14.99780
.60122E+07,65000.00,34.50306,34.50306,-14.99780
.60122E+07,65400.00,34.49294,34.49294,-14.99780
.60122E+07,65800.00,34.48426,34.48426,-14.99781
.60122E+07,66200.00,34.47396,34.47396,-14.99781
.60122E+07,66600.00,34.46460,34.46460,-14.99781
.60122E+07,67000.00,34.45552,34.45552,-14.99781
.60122E+07,67400.00,34.44526,34.44526,-14.99781
.60122E+07,67800.00,34.43594,34.43594,-14.99781
.60122E+07,68200.00,34.42636,34.42636,-14.99781
.60122E+07,68600.00,34.41747,34.41747,-14.99781
.60122E+07,69000.00,34.40745,34.40745,-14.99781
.60122E+07,69400.00,34.39829,34.39829,-14.99781
.60122E+07,69800.00,34.38898,34.38898,-14.99781
.60122E+07,70200.00,34.37941,34.37941,-14.99781
.60122E+07,70600.00,34.37054,34.37054,-14.99781
.60122E+07,71000.00,34.36096,34.36096,-14.99781
.60122E+07,71400.00,34.35201,34.35201,-14.99781
.60122E+07,71800.00,34.34258,34.34258,-14.99781
.60122E+07,72200.00,34.33342,34.33342,-14.99781
.60122E+07,72600.00,34.32423,34.32423,-14.99781
.60122E+07,73000.00,34.31540,34.31540,-14.99781
.60122E+07,73400.00,34.30615,34.30615,-14.99781
.60122E+07,73800.00,34.29746,34.29746,-14.99781
.60122E+07,74200.00,34.28785,34.28785,-14.99781
.60122E+07,74600.00,34.27864,34.27864,-14.99782
.60122E+07,75000.00,34.26947,34.26947,-14.99782
.60122E+07,75400.00,34.26135,34.26135,-14.99782
.60122E+07,75800.00,34.25300,34.25300,-14.99782
.60122E+07,76200.00,34.24421,34.24421,-14.99782
.60122E+07,76600.00,34.23549,34.23549,-14.99782
.60122E+07,77000.00,34.22670,34.22670,-14.99782
.60122E+07,77400.00,34.21829,34.21829,-14.99782
.60122E+07,77800.00,34.20975,34.20975,-14.99782
.60122E+07,78200.00,34.20086,34.20086,-14.99782
.60122E+07,78600.00,34.19231,34.19231,-14.99782
.60122E+07,79000.00,34.18379,34.18379,-14.99782
.60122E+07,79400.00,34.17543,34.17543,-14.99782
.60122E+07,79800.00,34.16710,34.16710,-14.99782
.60122E+07,80200.00,34.15847,34.15847,-14.99782
.60122E+07,80600.00,34.15009,34.15009,-14.99782
.60122E+07,81000.00,34.14210,34.14210,-14.99782
.60122E+07,81400.00,34.13356,34.13356,-14.99782
.60122E+07,81800.00,34.12555,34.12555,-14.99782
.60122E+07,82200.00,34.11757,34.11757,-14.99782
.60122E+07,82600.00,34.10931,34.10931,-14.99782
.60122E+07,83000.00,34.10119,34.10119,-14.99782
.60122E+07,83400.00,34.09280,34.09280,-14.99783
.60122E+07,83800.00,34.08488,34.08488,-14.99783
.60122E+07,84200.00,34.07705,34.07705,-14.99783
.60122E+07,84600.00,34.06921,34.06921,-14.99783
.60122E+07,85000.00,34.06134,34.06134,-14.99783
.60122E+07,85400.00,34.05329,34.05329,-14.99783
.60122E+07,85800.00,34.04538,34.04538,-14.99783
.60122E+07,86200.00,34.03758,34.03758,-14.99783
.60122E+07,86600.00,34.02972,34.02972,-14.99783
.60122E+07,87000.00,34.02191,34.02191,-14.99783
.60122E+07,87400.00,34.01410,34.01410,-14.99783
.60122E+07,87800.00,34.00660,34.00660,-14.99783
.60122E+07,88200.00,33.99865,33.99865,-14.99783
.60122E+07,88600.00,33.99116,33.99116,-14.99783
.60122E+07,89000.00,33.98341,33.98341,-14.99783
.60122E+07,89400.00,33.97601,33.97601,-14.99783
.60122E+07,89800.00,33.96821,33.96821,-14.99783
.60122E+07,90200.00,33.96087,33.96087,-14.99783
.60122E+07,90600.00,33.95361,33.95361,-14.99783
.60122E+07,91000.00,33.94560,33.94560,-14.99783
.60122E+07,91400.00,33.93854,33.93854,-14.99783
.60122E+07,91800.00,33.93127,33.93127,-14.99784
.60122E+07,92200.00,33.92411,33.92411,-14.99784
.60122E+07,92600.00,33.91683,33.91683,-14.99784
